meanRR,sdnn,rmssd,pnn50,pnn20,hrMean,hrStd,hrRange,cvRR,vlfPower,lfPower,hfPower,lfHfRatio,totalPower,lfNorm,hfNorm,sd1,sd2,sd1sd2Ratio,sampleEntropy,dfaAlpha1,tempMean,tempSlope,tempStd,tempRange,accelMagnitudeMean,accelMagnitudeStd,stepCount,activityType,ppgAmpMean,ppgAmpStd,ppgAmpCV,ppgRiseTimeMean,ppgRiseTimeStd,ppgWidthMean,ppgWidthStd,ppgAreaMean,label,stress_binary,subject
648.8095238095239,116.42859425211577,169.13348477085106,70.73170731707317,90.2439024390244,95.40267731621351,16.883469824816277,52.75985663082437,0.1794495764619766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0614753409928,113.03886231758915,1.0709721670841277,2.0794415416798357,0.8253451261446382,32.16333333333333,1.6446618864910694,0.7189826998847831,4.299999999999997,65.14500498307866,8.165446123481946,137.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,PS_S01
905.1846590909091,170.14515752253854,163.25156032232715,76.74418604651163,88.37209302325581,68.74631647334701,13.587624286795954,42.45853658536585,0.18796734546232582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.7457181184367,212.04378110231545,0.5505736481000804,1.2321436812926323,0.8161945327768945,33.05433333333333,0.2801715307557411,0.08464282162381356,0.3199999999999932,64.67755042526824,3.846980929159505,72.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,PS_S01
1053.4375,174.0524753919088,194.83679312858916,77.55102040816327,85.71428571428571,58.66554052373045,10.731651834004952,38.30179028132992,0.16522335249306086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.14424059952114,203.8796547738068,0.6824822258694423,1.9924301646902063,0.9499511252466992,33.254,0.16050278650670757,0.04930309299708881,0.1700000000000017,64.24572199996146,0.36052841122618245,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,PS_S01
945.8333333333334,169.35785933060635,258.457354684174,75.0,90.9090909090909,65.5234186035029,12.059342212617826,38.04195804195803,0.17905676757420935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.81937833692237,152.1094743813951,1.21504185777088,2.5649493574615367,0.5806940586969978,33.34866666666667,0.008033472803351153,0.01815476623257663,0.0799999999999983,64.01980704814741,2.304861142260411,88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,PS_S01
929.8469387755102,142.46204781821254,179.6875,79.16666666666666,93.75,66.14241412509452,10.912427540205725,40.22857142857143,0.1532102132914659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.26030603101384,152.2737638160949,0.8423007536998772,0.0,0.5657881614889424,33.53183333333334,0.23292071042901893,0.07003864245215816,0.2600000000000051,64.66406982518923,0.630764771782297,127.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,PS_S01
830.2951388888889,147.38952325379222,208.79784524408154,80.0,88.57142857142857,74.65412003544992,14.046735779468328,46.195488721804516,0.17751461661094473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.7964797976538,139.40368929770446,1.0745517608056625,1.6094379124341003,0.527071286020101,33.6325,-0.019317002031264494,0.02260262509284718,0.0899999999999963,64.65791224857217,5.035952897302406,123.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,PS_S01
812.9595588235294,126.38234782384022,127.92505648135386,72.72727272727273,90.9090909090909,75.68614760177107,12.64332296369131,46.66666666666667,0.1554595753898679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8189095492041,152.47117340021939,0.6022050431014259,0.0,1.4228525037601234,33.48866666666667,-0.10853521762529762,0.03492809908937429,0.14000000000000057,65.11298546078136,2.6535510946454073,127.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,PS_S01
729.7453703703703,108.06346337761549,147.91469166250994,80.76923076923077,88.46153846153845,84.03052649981106,12.884539859845512,51.2788906009245,0.14808379438264835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.6592795919648,113.54019641485158,0.9393966450635212,0.0,1.5300904224802085,33.441,0.08806819562838561,0.043783415212826804,0.1599999999999966,64.58713306036307,3.0568954884564405,111.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,PS_S01
845.625,113.45084287919592,147.9962897700962,61.224489795918366,83.6734693877551,72.35363032457253,10.764231945230103,43.73919874312647,0.1341621201823455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.73267478513624,117.49534395627369,0.8998882102467399,2.70805020110221,0.7580107223689363,33.44466666666666,-0.39027344224726285,0.12015981919026972,0.38000000000000256,64.41760140811608,3.3577275362186376,104.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,PS_S01
827.7853260869565,124.41220873639807,130.124973316253,64.44444444444444,80.0,74.11371180046937,11.238701873144336,41.99095022624435,0.15029525749690437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.97740362704947,147.43021135122083,0.6306536684367274,0.0,1.1366250498409485,33.4075,0.28665497664890643,0.08650585875145356,0.3200000000000003,63.25233655912381,2.0550635285013077,97.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,PS_S01
872.6946721311475,123.05902107955099,137.71585802689293,70.0,88.33333333333333,70.12306212412153,10.000739227233625,43.60439560439561,0.1410103957424617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.16209034651327,143.7653276877985,0.6827939109190677,1.4816045409242156,0.8093155919207923,33.622166666666665,0.16905293494680687,0.05083706573397683,0.19999999999999574,63.39287220330877,0.6313865255300689,114.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,PS_S01
735.4166666666666,97.50880465098153,88.41175248062282,38.983050847457626,71.1864406779661,82.99808877172181,10.938338552151748,43.715846994535525,0.1325898760126661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.03931995239087,122.47312402354802,0.5147196207738625,1.3397743454849977,1.225768750876109,33.76266666666666,0.08293477317318208,0.027128497370764146,0.10000000000000142,63.607629333463564,3.0181336532649676,101.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,PS_S01
