meanRR,sdnn,rmssd,pnn50,pnn20,hrMean,hrStd,hrRange,cvRR,vlfPower,lfPower,hfPower,lfHfRatio,totalPower,lfNorm,hfNorm,sd1,sd2,sd1sd2Ratio,sampleEntropy,dfaAlpha1,tempMean,tempSlope,tempStd,tempRange,accelMagnitudeMean,accelMagnitudeStd,stepCount,activityType,ppgAmpMean,ppgAmpStd,ppgAmpCV,ppgRiseTimeMean,ppgRiseTimeStd,ppgWidthMean,ppgWidthStd,ppgAreaMean,label,stress_binary,subject
616.4215686274509,88.8464333864348,123.09088994519456,60.0,80.0,99.36820112699243,14.615410171494565,57.11967545638946,0.14413258378395785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.92178090075407,90.15342869086781,0.9752461129596528,1.349926716949016,0.765344715712388,33.242,0.15186513654751846,0.04927253217339541,0.18000000000000682,63.12199407358483,3.272385065997744,114.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
639.2045454545455,45.09665707146129,40.2814616647181,9.230769230769232,30.76923076923077,94.30290083416072,6.330069935558454,39.09502262443439,0.07055121461846388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.696778707253483,57.159941079244405,0.5020435319810659,1.754019141245208,1.3899730635216079,33.327125,0.014257539193388508,0.01126260335400394,0.05000000000000426,62.9943651141853,1.5425408633307305,54.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
591.9699367088608,34.213210256941494,34.396846204937944,5.128205128205128,19.230769230769234,101.72697932399743,6.6127406193076075,55.44072948328267,0.057795519899464146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.478009773145615,41.67967246236582,0.5872889187228558,1.1620341151056057,1.00881808438616,33.32454166666666,-0.017807600826409198,0.011953463343881338,0.05000000000000426,62.891093824895236,1.930503018658725,43.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
589.3382352941177,42.1483342162639,34.35131759966906,8.333333333333332,29.761904761904763,102.27388096835907,6.608642211810725,32.94117647058823,0.07151807178305539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.435937112997355,54.73198389550124,0.4464654005535856,1.4260346897694047,1.351908096349275,33.3315,0.029513012378687434,0.015122927258645188,0.05999999999999517,62.742708826120555,0.3804629447734689,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
624.5535714285714,47.510146568023906,68.52214382110779,13.043478260869565,39.130434782608695,96.6410864539649,7.757548995569529,52.705882352941174,0.07607057063071733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.80504169846204,46.53464547015977,1.0487893741397076,2.043073897508961,1.0253174669939709,33.387249999999995,0.015231514436023698,0.016078390602030188,0.0899999999999963,62.983539444360986,1.522391052292937,88.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
594.1722972972973,58.060024821914794,89.85189249880293,21.91780821917808,47.94520547945205,101.94173553591271,10.194720957219166,58.77551020408163,0.09771580581257586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.971671164970196,51.06061015651639,1.2528575543628926,1.890850371872286,0.6403156297122181,33.42375,0.03572770360597622,0.01733559957291163,0.0799999999999983,63.04818379039183,1.7155634043437749,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
567.9505813953489,36.251223504046806,51.683514409961575,10.588235294117647,31.76470588235294,106.04717933676018,6.484315082924765,48.935532233883066,0.06382812993162944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.75893358922354,35.83478501106453,1.0257891481105206,1.2866645201710494,0.7757589860413735,33.538833333333336,0.0997558985399009,0.03716261524847181,0.14000000000000057,63.031548977506965,1.9049536795978024,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
617.6339285714286,66.70211576122462,59.39406635139257,11.594202898550725,44.927536231884055,98.27892845131773,10.723056682703696,45.503620803159976,0.10799619754618225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.30532097452855,84.89796214230617,0.49830784988238314,1.4350845252893227,1.1140403085713864,33.629666666666665,0.17726141078838883,0.05797031895768545,0.19999999999999574,63.89790211748407,2.8142570079084472,113.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
592.5210674157304,46.59151489195454,41.80699617261772,13.636363636363635,29.545454545454547,101.84520890700735,7.563903551729944,37.99628942486085,0.07863267224431794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.73034910242545,59.12078477488368,0.5028747371272347,1.3643154544011153,1.232032765466333,33.588,-0.08180975364156674,0.027914993496770023,0.11999999999999744,63.38947698823231,2.1305096240052737,145.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
598.6607142857143,51.1378994164678,71.30563712547251,21.73913043478261,43.47826086956522,100.95550821519355,8.83140278176738,52.413793103448285,0.08542050312668745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.78778177055887,51.83932879545961,0.979715265430041,1.5125880864441827,0.9281794053031844,33.62925,-0.005302175384985239,0.023021274497686914,0.0899999999999963,63.432979849992016,3.3824770928221577,114.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
587.40234375,58.64333219630608,78.5948174964583,28.57142857142857,49.2063492063492,103.10887821505851,9.933963871495678,49.63265306122449,0.09983503269994586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.99342065673463,58.479965578033095,0.9574803969749173,1.2039728043259361,1.0584351584177676,33.65099999999999,0.05468011597422723,0.022422343906828443,0.11999999999999744,63.20342723959035,3.0879438718881165,131.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
645.7331730769231,74.04940069416858,106.78390940972113,35.294117647058826,54.90196078431373,94.13183958886887,10.955748800723434,44.705882352941174,0.11467492113084832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.25770914902219,72.84813831613991,1.0468038156045352,2.3025850929940455,0.9355015922927836,33.74216666666667,0.16654455806526566,0.051653550321435156,0.21000000000000085,63.62653055017566,3.6949927022924802,94.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
631.3004032258065,70.47366987270172,76.17967396497464,32.78688524590164,54.09836065573771,96.20344751704685,10.726327178955229,48.57685009487666,0.1116325437344832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.30928936538344,84.02539326672056,0.6463437688769902,2.772588722239781,1.1713968880569956,33.90983333333333,0.05903019149637369,0.023783659990973944,0.10999999999999943,62.9522108219272,1.971365238339896,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
600.78125,79.27777685500543,115.52045204682024,40.67796610169492,67.79661016949152,101.63479716512091,13.838492362495751,60.34285714285714,0.13195780802913779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.37586035168674,76.29869664623239,1.0796496398048818,0.9727320427791069,0.6293780081008629,33.973958333333336,0.06739179499643655,0.02552704557499794,0.12000000000000455,63.25031760493187,2.4930189053355694,82.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
636.6637323943662,60.441451124906884,99.52453932860693,20.0,47.14285714285714,95.11313088407428,9.545409635665681,59.96096291476904,0.09493465396183093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8818891091014,47.44413804119588,1.4940073112415795,1.7047480922384253,0.8176031422437863,33.995875000000005,-0.016540912168622728,0.016695181325696955,0.09999999999999432,63.404553913988615,1.9929634553677467,73.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
666.6015625,48.71416686044663,49.033882143893784,8.860759493670885,45.56962025316456,90.48140960541502,6.606058552587274,39.896103896103895,0.07307838685188595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.87556831996023,58.34569810154253,0.5977401840194658,2.3513752571634776,1.0391452573268223,33.98558333333334,0.03663605270927815,0.019886533082652216,0.09999999999999432,64.17296402453404,0.3453868900675575,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
626.8481182795699,51.14441951216044,59.25241206565203,15.217391304347828,38.04347826086957,96.38188902526998,8.347857122530403,54.04644616467277,0.08158981102556391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.12580344901703,59.161908863191165,0.7120426683058986,1.6376087894007967,1.1763047510389677,34.03291666666666,0.004927168874458941,0.015025547746311062,0.04999999999999716,64.17775232811304,1.6707837563633436,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,S10
